operator,count,self_cpu_time_total_us,cpu_time_total_us,self_device_time_total_us,device_time_total_us
void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x2_tn_align8>(cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x2_tn_align8::Params),20,0.0,0.0,55.29599999999664,55.29599999999664
_rms_norm_forward_kernel,45,0.0,0.0,48.83400000000506,48.83400000000506
rmsnorm::llm_kernellab_triton,45,0.0,0.0,48.83400000000506,48.83400000000506
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<c10::Half>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<c10::Half>, std::array<char*, 3ul>)",40,0.0,0.0,39.71399999999676,39.71399999999676
aten::copy_,30,63.46399999999767,122.39199999999869,33.278999999998405,33.278999999998405
"void cublasLt::splitKreduce_kernel<32, 16, int, __half, __half, float, false, __half, __half, __half, true, false, false>(cublasLt::cublasSplitKParams<float>, __half const*, __half const*, __half*, __half*, float const*, float const*, __half const*, __half const*, __half*, void*, long, float*, int*, float*, float const*, float const*, float const*, float const*)",20,0.0,0.0,25.85699999999929,25.85699999999929
aten::silu,20,73.24299999999721,113.76999999999884,25.216000000000122,25.216000000000122
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::silu_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#5}::operator()() const::{lambda(c10::Half)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::silu_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#5}::operator()() const::{lambda(c10::Half)#1}, std::array<char*, 2ul>)",20,0.0,0.0,25.216000000000122,25.216000000000122
"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul>)",20,0.0,0.0,19.809000000000424,19.809000000000424
void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_tn_align8>(cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_tn_align8::Params),5,0.0,0.0,18.04700000000048,18.04700000000048
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)",10,0.0,0.0,11.454000000001315,11.454000000001315
"void at::native::(anonymous namespace)::CatArrayBatchedCopy<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 3, 64, 64>(at::native::(anonymous namespace)::OpaqueType<4u>*, at::native::(anonymous namespace)::CatArrInputTensorMetadata<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 64, 64>, at::native::(anonymous namespace)::TensorSizeStride<unsigned int, 4u>, int, unsigned int)",5,0.0,0.0,10.464999999999236,10.464999999999236
aten::sum,5,40.22700000000168,86.53600000000051,10.04900000000066,16.064000000000988
"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<long, at::native::func_wrapper_t<long, at::native::sum_functor<long, long, long>::operator()(at::TensorIterator&)::{lambda(long, long)#1}>, unsigned int, long, 4, 4> >(at::native::ReduceOp<long, at::native::func_wrapper_t<long, at::native::sum_functor<long, long, long>::operator()(at::TensorIterator&)::{lambda(long, long)#1}>, unsigned int, long, 4, 4>)",5,0.0,0.0,10.04900000000066,10.04900000000066
"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",10,0.0,0.0,9.791000000001986,9.791000000001986
"void at::native::vectorized_elementwise_kernel<4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)",10,0.0,0.0,9.760999999999285,9.760999999999285
aten::index_select,5,46.396000000002005,965.7230000000006,8.768000000000029,10.655999999999949
"void at::native::(anonymous namespace)::indexSelectLargeIndex<c10::Half, long, unsigned int, 2, 2, -2, true>(at::cuda::detail::TensorInfo<c10::Half, unsigned int>, at::cuda::detail::TensorInfo<c10::Half const, unsigned int>, at::cuda::detail::TensorInfo<long const, unsigned int>, int, int, unsigned int, unsigned int, long)",5,0.0,0.0,8.768000000000029,8.768000000000029
aten::cos,5,16.50900000000115,25.58499999999981,7.806999999999334,7.806999999999334
"void at::native::vectorized_elementwise_kernel<4, at::native::cos_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::cos_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",5,0.0,0.0,7.806999999999334,7.806999999999334
aten::sin,5,13.70699999999988,22.82600000000025,7.584999999998445,7.584999999998445
"void at::native::vectorized_elementwise_kernel<4, at::native::sin_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::sin_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",5,0.0,0.0,7.584999999998445,7.584999999998445
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)",5,0.0,0.0,6.048999999997477,6.048999999997477
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)",5,0.0,0.0,6.015000000000327,6.015000000000327
aten::bmm,5,57.332999999998265,69.7989999999993,5.95099999999934,5.95099999999934
"void gemmk1_kernel<int, float, 256, 5, false, false, false, false, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float>, float, 0>(cublasGemmk1Params<float, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float>, float, biasType<cublasGemvTensorStridedBatched<float>::value_type, float>::type>)",5,0.0,0.0,5.95099999999934,5.95099999999934
aten::eq,5,23.890999999999394,33.52699999999959,5.2479999999995925,5.2479999999995925
"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<long, long, bool, at::native::(anonymous namespace)::CompareEqFunctor<long> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<long, long, bool, at::native::(anonymous namespace)::CompareEqFunctor<long> >, std::array<char*, 2ul>)",5,0.0,0.0,5.2479999999995925,5.2479999999995925
"void at::native::vectorized_elementwise_kernel<2, at::native::CUDAFunctorOnSelf_add<long>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<long>, std::array<char*, 2ul>)",5,0.0,0.0,5.055000000000291,5.055000000000291
aten::arange,10,20.76399999999444,74.98300000000017,4.447999999999638,8.895999999999276
"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)",5,0.0,0.0,4.447999999999638,4.447999999999638
aten::_local_scalar_dense,5,13.219999999999345,59.50000000000023,3.96799999999962,3.96799999999962
Memcpy DtoH (Device -> Pinned),5,0.0,0.0,3.96799999999962,3.96799999999962
Unrecognized,1,868.1959999999999,868.1959999999999,1.88799999999992,1.88799999999992
model_iteration::triton_rmsnorm_model,5,2885.59600000001,10674.001,0.0,1189.1529999999836
rmsnorm::llm_kernellab_triton,45,1831.8100000000052,2049.258999999999,0.0,0.0
cudaLaunchKernel,405,792.1520000000114,792.1520000000114,0.0,0.0
cuLaunchKernel,190,336.41599999999653,336.41599999999653,0.0,0.0
aten::matmul,150,228.8200000000047,1619.4220000000016,0.0,473.40499999999224
aten::transpose,310,172.43899999998075,238.9879999999996,0.0,0.0
aten::empty_strided,95,163.84900000000016,163.84900000000016,0.0,0.0
aten::empty,90,128.97599999999716,128.97599999999716,0.0,0.0
aten::linear,145,109.85799999999699,1829.5259999999946,0.0,467.4539999999929
aten::as_strided,500,107.05700000002798,107.05700000002798,0.0,0.0
aten::slice,110,105.90699999999629,131.16799999999898,0.0,0.0
aten::scaled_dot_product_attention,20,84.33099999999854,519.9739999999993,0.0,144.3839999999982
aten::t,145,81.48199999998701,202.30199999999627,0.0,0.0
aten::reshape,180,66.20699999999749,104.9110000000044,0.0,0.0
aten::empty_like,65,59.66100000000074,175.785999999998,0.0,0.0
aten::_scaled_dot_product_flash_attention,20,55.51200000000108,435.6430000000007,0.0,144.3839999999982
aten::view,245,52.970000000004944,52.970000000004944,0.0,0.0
aten::unsqueeze,60,43.135999999988826,54.795999999995956,0.0,0.0
aten::_to_copy,30,37.28399999999829,207.39999999999986,0.0,33.278999999998405
aten::_unsafe_view,150,31.68899999999212,31.68899999999212,0.0,0.0
cudaMemcpyAsync,5,28.095999999998867,28.095999999998867,0.0,0.0
cudaDeviceGetAttribute,145,18.233999999991283,18.233999999991283,0.0,0.0
cudaStreamSynchronize,5,18.184000000002015,18.184000000002015,0.0,0.0
aten::embedding,5,17.292000000000257,994.3769999999989,0.0,10.655999999999949
aten::resize_,10,16.97100000000023,16.97100000000023,0.0,0.0
aten::to,45,14.846000000003869,222.24600000000373,0.0,33.278999999998405
cudaFuncSetAttribute,20,13.374999999999318,13.374999999999318,0.0,0.0
aten::expand,15,10.252000000002681,12.761000000001786,0.0,0.0
aten::is_nonzero,5,3.4999999999977263,66.47200000000066,0.0,3.96799999999962
aten::item,5,3.4720000000027085,62.972000000002936,0.0,3.96799999999962
cudaDeviceSynchronize,1,3.2700000000004366,3.2700000000004366,0.0,0.0
cudaStreamIsCapturing,5,2.5560000000014043,2.5560000000014043,0.0,0.0
